ticker,passes_all_filters,rs_slope_10d,rs_slope_50d,velocity_increasing,current_rs_ratio,vcp_active,current_norm_range,avg_range_20d,contraction_ratio,current_price,sma_200,above_200sma,price_vs_sma_pct,avg_volume_20d,liquidity_ok
BKNG,False,0.03010466270679885,-0.01850253189897748,True,7.579285129662655,False,0.03466206443759585,0.027189619757578342,1.2748271122083188,5197.0400390625,5199.581400390625,False,-0.04887626776906018,300617.85,False
META,False,0.00655730831297853,-0.00464125231112111,True,0.9821055878202067,False,0.018264958131795954,0.022605482141775424,0.8079879923481885,673.4199829101562,670.9973747924805,True,0.3610458414125661,18881833.1,True
GS,False,0.006520869757702228,0.0007455340221048132,True,1.2462774643292511,False,0.023029386739380896,0.025092011621653643,0.9177975479457867,854.5599975585938,683.6527501464843,True,24.999131119634875,2071602.25,True
CAT,False,0.004982251863707779,0.002958210704000649,True,0.8796540430260954,False,0.01535517357888119,0.029614291256761467,0.5185055230850859,603.1699829101562,418.54599982910156,True,44.11079861148819,2468156.5,True
TSLA,True,0.004813998590753421,-0.000909256238466983,True,0.6635651655704005,True,0.0158461538461538,0.036540668809011564,0.43365801345830496,455.0,353.44090000610356,True,28.734393781857914,77430311.4,True
BLK,True,0.004784333204904553,-0.005674740317662405,True,1.5636220892272759,True,0.010362245371385047,0.021663509954513792,0.47832716827246996,1072.1600341796875,1039.2999996093752,True,3.161746808684973,673045.95,True
BA,True,0.0035854857483617686,-0.001230877871045105,True,0.29443334257582443,True,0.011838126687175756,0.028207882298464753,0.41967442156478585,201.88999938964844,201.87009999694823,True,0.009857523576051186,10339662.95,True
TXN,False,0.0033498298234026134,-0.0006358873174575316,True,0.2662135843255659,False,0.022625122033119092,0.03158406612420088,0.7163460823615388,182.5399932861328,181.9940499633789,True,0.2999786657111869,7622415.65,True
CRM,False,0.0031367603539954802,-0.00039881266071125856,True,0.3800113847313751,False,0.047511242793989196,0.029775449029516732,1.5956515969546177,260.57000732421875,258.0690501190185,True,0.9691038906241678,9592128.7,True
ACN,False,0.002913985229422052,0.00019310756094692385,True,0.3887908462843183,False,0.018492789465110723,0.028559654713361065,0.6475144622970264,266.5899963378906,278.85319990234376,False,-4.397727395184203,4180356.1,True
COF,False,0.0027568804194880153,-3.3849569042446127e-06,True,0.336420236337766,False,0.019290779822837664,0.026473453284825515,0.7286839240536507,230.67999267578125,203.51115,True,13.350051176941058,4201971.15,True
ORCL,False,0.0017930851584232685,-0.0023112817370600953,True,0.31731540646116885,False,0.02702456491097088,0.052646994725716066,0.5133163830483642,217.5800018310547,256.7336079864502,False,-15.25067421537656,24756759.1,True
MS,False,0.0017469281908725797,0.0003114997473689792,True,0.25741952468078916,False,0.0171095369466117,0.02354819826827603,0.7265752034057549,176.50999450683594,140.7705499633789,True,25.388438528338895,5545600.2,True
AVGO,False,0.0015177382772105167,0.0011714995920545526,True,0.5691201400704714,False,0.021486255515592412,0.04094114779112909,0.5248083328100522,390.239990234375,278.6653498413086,True,40.03893575451871,23371400.8,True
LOW,False,0.0014430320992006656,-0.0004377026676660618,True,0.36236491758086475,False,0.012154340559565014,0.0227984337784436,0.5331217344876208,248.47000122070312,235.63159999694824,True,5.448505728400255,3975746.75,True
WMT,False,0.0013170369453782637,0.00013405194227476464,True,0.16787469585454248,False,0.01381284275440826,0.021335573632047775,0.6474090171009155,115.11000061035156,98.58610001525878,True,16.760882713217452,23766900.6,True
JPM,False,0.0012721571166761372,-0.00013827542381087348,True,0.4594496163327724,False,0.012061960385982768,0.019389427123064382,0.6220895702294709,315.04,280.753950189209,True,12.212134428628541,8146487.65,True
QCOM,False,0.0012253478601121047,3.8538884392602835e-05,True,0.25494027466665836,False,0.01573136570222902,0.02619253149862688,0.600605012274347,174.80999755859375,157.7135897796631,True,10.84016146155542,8639211.9,True
INTC,False,0.0011809362442421652,5.759304320017644e-05,True,0.06039172176927093,False,0.04056991816870948,0.05160858399040228,0.7861079501087324,41.40999984741211,26.534049988555907,True,56.06362340190123,93604123.3,True
ADBE,False,0.0011592255450151277,-0.001159891716397043,True,0.504980397166012,False,0.054525513632347894,0.0255387477340266,2.135011246448107,346.260009765625,367.2508751159668,False,-5.715674698859052,3755142.6,True
C,False,0.0010435750329073864,0.00011183444791084868,True,0.15878895253795391,False,0.017055425016076046,0.0255801338064435,0.6667449492300886,108.87999725341795,86.62455001068115,True,25.691847449704074,11208719.8,True
EMR,False,0.0007215884557088825,-5.9877731497681326e-05,True,0.20036751141254786,False,0.015212143148521583,0.024489757909196032,0.6211634759692477,137.38999938964844,125.9096999847412,True,9.11788321813054,2317782.2,True
COP,False,0.0006886366383932143,-0.0001787594636239827,True,0.13663609226884163,False,0.03191373450587208,0.02323213940353101,1.3736890069203687,93.69000244140624,92.2271000289917,True,1.5861958274245636,6696556.9,True
WFC,False,0.0006405708828132923,0.00011615492904421101,True,0.13100672535871027,False,0.017366108502676784,0.023321074788071272,0.744653008512264,89.83000183105469,78.25560000305175,True,14.790509340611479,13048132.25,True
UNP,False,0.0006295849081931341,-0.0002630796131788738,True,0.3431725659128324,False,0.008881949846433064,0.014546795740073467,0.6105777523200588,235.3099975585937,226.2138499633789,True,4.0210392054630395,3404352.75,True
BK,False,0.0005931161969539162,8.475782826896035e-05,True,0.16628505044130298,False,0.013680919333369547,0.01766837116325958,0.7743169535524743,114.0199966430664,96.40474994659424,True,18.272177155410454,3132934.2,True
