ticker,passes_all_filters,rs_slope_10d,rs_slope_50d,velocity_increasing,current_rs_ratio,vcp_active,current_norm_range,avg_range_20d,contraction_ratio,current_price,sma_200,above_200sma,price_vs_sma_pct,avg_volume_20d,liquidity_ok
APP,False,0.020436338966409808,0.000623629589867658,True,1.0228485826897624,False,0.03257194858377885,0.05430335222541253,0.599814693733328,703.28,449.0029250854492,True,56.631496301757856,4128284.45,True
AVGO,False,0.005061806769350952,0.0013111890682317006,True,0.6006224820745524,False,0.03644332518100591,0.03736251713805029,0.975398018456624,412.97,282.8579498413086,True,45.99907841787301,25052580.7,True
BAP,False,0.003593792571656264,-1.433480686858729e-05,True,0.4028680716145265,True,0.011787003610108255,0.032511750190529695,0.36254595772397624,277.0,229.1967,True,20.85688842814928,326950.5,False
AGQ,False,0.003242270322790024,0.0009145846476423574,True,0.1839958113355731,False,0.05880958027033434,0.054366634706481266,1.0817219161686205,126.51,58.5757,True,115.97693241395324,2957485.85,True
AEIS,False,0.0021345282887142237,0.0011010480293586985,True,0.32210538563346275,False,0.02932677112024204,0.045398617605322725,0.6459837912950822,221.47,145.1926,True,52.53532204809337,394116.5,False
AMKR,False,0.0017815676390086949,0.0003340861843752453,True,0.06813851680556161,False,0.03778014941302019,0.05254269038970344,0.7190372082740515,46.85,24.296749999999996,True,92.82414314671719,3484145.05,True
ACLS,False,0.001589292760396923,-8.151398536084132e-05,True,0.13139025844641272,False,0.04328093867611243,0.041066984542561635,1.0539108034887796,90.34,71.20739999999999,True,26.868836665852157,521538.05,True
ARKW,False,0.001429473875855336,-0.0011032881485640168,True,0.2323690678767253,False,0.02365900982662578,0.029915924236302356,0.7908500382520711,159.77,139.3862,True,14.623972817969078,178964.35,False
AN,False,0.00131526002792545,-0.00042053820479514555,True,0.32245444100237064,False,0.02557394795002475,0.025814824899941007,0.9906690457576256,221.71,195.60075,True,13.34823613917635,388116.0,False
ARKQ,False,0.0011555824541173334,-0.00043388440504061384,True,0.16856465523510333,False,0.02579810181190677,0.028861497996615366,0.8938587253832825,115.9,92.0316,True,25.9350049330882,234093.25,False
AER,False,0.0011463188741094412,0.0005072103424473719,True,0.20326657649402968,False,0.013594733829421907,0.018711576221530263,0.7265413489740795,139.76,115.4021,True,21.10698158872324,1486546.55,True
APGE,False,0.0010590645229775436,0.000942270819998898,True,0.1106214639963931,False,0.036221404154614716,0.05232494939685302,0.6922396404036117,76.06,43.23975,True,75.90295966096012,791312.75,True
AMG,False,0.0010534009986477868,0.0010882931524554772,False,0.40664950477769535,False,0.03830472103004284,0.028198120140603578,1.3584139949416831,279.6,207.0812,True,35.019499597259454,327796.9,False
AYI,False,0.0009948396473319174,-9.439843152301137e-06,True,0.5415884928080049,False,0.021966808099253318,0.031247290619935524,0.7029988092868016,372.38,305.25355,True,21.9903912665389,226252.05,False
ACMR,False,0.000916126717278694,-0.00031984763378805546,True,0.05741960818534839,False,0.07890070921985821,0.05290999186259484,1.4912251248263322,39.48,28.893600000000003,True,36.639255752138865,1139781.9,True
AMBA,False,0.0009105762122523168,-0.0002267094345516043,True,0.11492648021292376,False,0.029359655783346084,0.05584151574046967,0.5257675296601673,79.02,67.101575,True,17.761766396690383,1218424.05,True
AMD,False,0.0008447817280840929,-0.0014897424014709726,True,0.3231186793555384,False,0.051077080489064085,0.03824530607841406,1.3355123994652085,221.42999267578125,164.8452251281738,True,34.32599731269772,35959547.15,True
ARKK,False,0.0007602284317608922,-0.0004725580619341738,True,0.12094768532658491,False,0.02970177970177969,0.032993839080562595,0.9002219968781284,83.16,68.64030000000001,True,21.153316637602092,9897215.8,True
AEO,False,0.0006148599213293673,0.00021672860172843055,True,0.03513824047006123,False,0.05401490066225165,0.04536971480135047,1.1905497069742181,24.16,13.6108,True,77.50609809856878,9604377.4,True
ALGM,False,0.0005758354430879734,-9.854945360084037e-05,True,0.04257021103305845,False,0.05227195080286987,0.04209024890447575,1.2419016794484063,29.27,28.108800000000002,True,4.131090619307831,1567284.15,True
ADI,False,0.0005555877802069612,0.0012179579326559327,False,0.40951466759748095,False,0.0289192740703909,0.028878181988244257,1.0014229456052106,281.57,229.47297509765627,True,22.702902108700563,4694376.85,True
AXGN,False,0.0004908033647382493,0.00048526639269512103,True,0.043646465087191125,False,0.052315894701766084,0.051512868230580725,1.0155888518494227,30.01,16.542725,True,81.40904838833988,982924.5,True
ATAT,True,0.00048442111448091543,0.00013607276240086444,True,0.0600084355047486,True,0.014057198254968453,0.038030457700128945,0.36963000460866896,41.26,33.738775000000004,True,22.2925254399426,1478307.4,True
AA,False,0.00048320828855641487,0.0002005201505524915,True,0.0649242986168681,False,0.04502688172043022,0.042579219236846225,1.057484907601732,44.64,31.822599999999998,True,40.27766430147128,6121513.7,True
ARTY,False,0.00043957337936644057,-4.6470443674653244e-05,True,0.07270532454877321,False,0.019003800760152085,0.02348583929213553,0.8091599590616163,49.99,40.7377,True,22.7118860416764,432588.2,False
AVUV,False,0.00043563102557844005,1.3395173373943265e-05,True,0.15317713105574704,False,0.02819977212305354,0.01716181586096164,1.643169484599831,105.32,93.04719999999999,True,13.189864928767348,767194.55,True
AMAT,False,0.0004353648857222996,0.00140560019908241,False,0.4001774364791948,False,0.03721606396510998,0.036425728796881836,1.0216971683019778,275.15,186.78777496948243,True,47.3062142556997,7137042.15,True
AX,False,0.00042474917171082165,-3.9175734870967196e-05,True,0.12455459080529982,False,0.04308734236338157,0.03070613988363462,1.403215856068764,85.64,76.8182,True,11.483997281894132,289512.65,False
